# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
2	Preit	Psche	un	94	93	0.000315288	0.05263	0.00611	0.45313	1.27875	0.30000	-1.00000	-1.00000
80	Preit	Psche	un	567	56	0.054609929	5.95238	0.64385	55.02943	0.77469	0.09091	-1.00000	-1.00000
179	Preit	Psche	un	952	29	0.000000000	441.00000	25.84087	7526.10254	2.64444	1.00000	-1.00000	-1.00000
188	Preit	Psche	un	1053	29	0.000069869	24.81818	2.85972	215.38510	1.39477	0.36364	-1.00000	-1.00000
558	Preit	Psche	un	1446	16	0.018225677	8.62500	0.94512	78.71011	0.93576	0.14865	-1.00000	-1.00000
698	Preit	Psche	un	1543	12	0.000701648	16.42857	1.89393	142.50671	1.21560	0.25714	-1.00000	-1.00000
781	Preit	Psche	un	1757	23	0.001225488	15.00000	1.72484	130.44717	1.17609	0.22967	-1.00000	-1.00000
981	Preit	Psche	un	2070	22	0.001225488	15.00000	1.72484	130.44717	1.17609	0.22967	-1.00000	-1.00000
998	Preit	Psche	un	2168	19	0.004700643	0.09000	0.01032	0.78462	1.04576	0.17073	-1.00000	-1.00000
1065	Preit	Psche	un	2333	82	0.000000000	475.00000	27.88231	8092.04932	2.67669	1.00000	-1.00000	-1.00000
1104	Preit	Psche	un	2391	38	0.029196769	0.14286	0.01599	1.27607	0.84510	0.12500	-1.00000	-1.00000
1173	Preit	Psche	un	2527	72	0.000074461	25.00000	2.86444	218.19283	1.39794	0.35294	-1.00000	-1.00000
1707	Preit	Psche	un	2801	40	0.000002782	38.33333	4.39433	334.39560	1.58358	0.46667	-1.00000	-1.00000
1982	Preit	Psche	un	3004	40	0.054609929	5.95238	0.64385	55.02943	0.77469	0.09091	-1.00000	-1.00000
2050	Preit	Psche	un	3094	28	0.043285982	6.76471	0.72253	63.33513	0.83025	0.11579	-1.00000	-1.00000
2278	Preit	Psche	un	3406	33	0.000001333	41.66667	4.79121	362.35330	1.61979	0.47727	-1.00000	-1.00000
3477	Preit	Psche	un	4344	50	0.001225488	15.00000	1.72484	130.44717	1.17609	0.22967	-1.00000	-1.00000
3637	Preit	Psche	un	4564	68	0.000000000	625.00000	37.00302	10556.57129	2.79588	1.00000	-1.00000	-1.00000
3821	Preit	Psche	un	4840	41	0.109942703	5.47619	0.59057	50.77928	0.73848	0.08730	-1.00000	-1.00000
4055	Preit	Psche	un	5023	19	0.160485006	5.75000	0.58675	56.34823	0.75967	0.06171	-1.00000	-1.00000
4384	Preit	Psche	un	5305	96	0.000001196	40.00000	4.66259	343.15671	1.60206	0.45455	-1.00000	-1.00000
4680	Preit	Psche	un	5662	47	0.223188406	0.28000	0.02707	2.89628	0.55284	0.04959	-1.00000	-1.00000
5115	Preit	Psche	un	6076	56	0.035690345	7.35294	0.78770	68.63707	0.86646	0.12000	-1.00000	-1.00000
5196	Preit	Psche	un	6277	48	0.613704503	0.36842	0.03525	3.85059	0.43366	0.01687	-1.00000	-1.00000
5357	Preit	Psche	un	6569	34	0.001804239	0.07246	0.00831	0.63213	1.13988	0.22222	-1.00000	-1.00000
5438	Preit	Psche	un	6690	54	0.000000000	575.00000	33.96244	9735.01758	2.75967	1.00000	-1.00000	-1.00000
5544	Preit	Psche	un	6740	1	0.000000002	112.50000	11.58129	1092.81873	2.05115	0.75556	-1.00000	-1.00000
6177	Preit	Psche	un	7418	59	1.000000000	0.52174	0.04423	6.15400	0.28255	0.02037	-1.00000	-1.00000
7213	Preit	Psche	un	8146	73	0.000001333	41.66667	4.79121	362.35330	1.61979	0.47727	-1.00000	-1.00000
7389	Preit	Psche	un	8437	56	0.054609929	5.95238	0.64385	55.02943	0.77469	0.09091	-1.00000	-1.00000
7786	Preit	Psche	un	8644	57	0.000000000	529.00000	31.17178	8977.38281	2.72346	1.00000	-1.00000	-1.00000
7922	Preit	Psche	un	8828	37	0.500000000	2.10000	0.17632	25.01105	0.32222	0.02564	-1.00000	-1.00000
8570	Preit	Psche	un	9781	72	0.000000817	43.44444	5.01506	376.35068	1.63793	0.48889	-1.00000	-1.00000
8704	Preit	Psche	un	9830	20	1.000000000	1.91667	0.16250	22.60740	0.28255	0.02037	-1.00000	-1.00000
