# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
13	north	south	un	171	47	0.356554241	1.61538	0.61189	4.26461	0.20828	0.00698	-1.00000	-1.00000
21	north	south	un	187	1	0.632346414	1.30277	0.48328	3.51187	0.11487	0.00205	-1.00000	-1.00000
79	north	south	un	621	1	0.859048383	0.90476	0.44991	1.81945	0.04347	0.00060	-1.00000	-1.00000
141	north	south	un	942	11	0.262567207	0.36623	0.08365	1.60346	0.43624	0.01443	-1.00000	-1.00000
149	north	south	un	1075	19	0.827070320	1.18730	0.49699	2.83646	0.07456	0.00112	-1.00000	-1.00000
160	north	south	un	1229	50	0.027341894	0.42510	0.20581	0.87803	0.37151	0.04064	-1.00000	-1.00000
176	north	south	un	1381	16	0.004057908	0.07792	0.00945	0.64266	1.10834	0.06565	-1.00000	-1.00000
192	north	south	un	1557	6	1.000000000	1.12000	0.34570	3.62853	0.04922	0.00027	-1.00000	-1.00000
215	north	south	un	1796	52	0.630749508	0.73333	0.28815	1.86632	0.13470	0.00313	-1.00000	-1.00000
331	north	south	un	2751	16	0.006925810	0.12500	0.02587	0.60392	0.90309	0.06519	-1.00000	-1.00000
338	north	south	un	2801	5	0.278850067	1.53535	0.74554	3.16189	0.18621	0.01030	-1.00000	-1.00000
340	north	south	un	2889	30	0.401361910	1.51724	0.64573	3.56501	0.18105	0.00698	-1.00000	-1.00000
353	north	south	un	2941	20	0.763424117	1.33333	0.38026	4.67519	0.12494	0.00154	-1.00000	-1.00000
357	north	south	un	3030	47	0.000000000	0.01646	0.00214	0.12683	1.78355	0.30697	-1.00000	-1.00000
362	north	south	un	3102	57	0.093116385	1.98462	0.92080	4.27749	0.29768	0.02286	-1.00000	-1.00000
386	north	south	un	3478	57	0.386449348	1.38095	0.69579	2.74080	0.14018	0.00628	-1.00000	-1.00000
439	north	south	un	3798	3	0.239164782	4.45946	0.52174	38.11600	0.64928	0.01620	-1.00000	-1.00000
455	north	south	un	3941	22	0.000200232	17.00000	2.21090	130.71590	1.23045	0.09275	-1.00000	-1.00000
459	north	south	un	4036	56	0.404229369	3.31169	0.37584	29.18033	0.52005	0.00968	-1.00000	-1.00000
469	north	south	un	4081	40	0.382657605	1.37500	0.68685	2.75259	0.13830	0.00614	-1.00000	-1.00000
470	north	south	un	4109	6	0.432738224	0.61438	0.22101	1.70786	0.21156	0.00669	-1.00000	-1.00000
