# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
1	north	south	un	6	5	0.094314289	0.28370	0.06983	1.15260	0.54714	0.02688	-1.00000	-1.00000
2	north	south	un	89	27	0.103100684	4.17073	0.84670	20.54450	0.62021	0.03890	-1.00000	-1.00000
3	north	south	un	142	17	0.271372977	0.64800	0.31428	1.33607	0.18842	0.01119	-1.00000	-1.00000
5	north	south	un	252	2	0.804042722	1.23429	0.45226	3.36858	0.09142	0.00169	-1.00000	-1.00000
7	north	south	un	332	20	0.427693929	1.39630	0.62621	3.11342	0.14498	0.00630	-1.00000	-1.00000
13	north	south	un	610	47	0.356554241	1.61538	0.61189	4.26461	0.20828	0.00698	-1.00000	-1.00000
14	north	south	un	669	44	0.000816244	3.78462	1.71777	8.33832	0.57802	0.09512	-1.00000	-1.00000
16	north	south	un	702	15	0.194233597	1.67901	0.79808	3.53234	0.22505	0.01564	-1.00000	-1.00000
19	north	south	un	886	12	0.005510151	8.70149	1.08858	69.55470	0.93959	0.05798	-1.00000	-1.00000
20	north	south	un	937	2	0.040990980	5.42254	0.64782	45.38876	0.73420	0.03438	-1.00000	-1.00000
21	north	south	un	998	1	0.632346414	1.30277	0.48328	3.51187	0.11487	0.00205	-1.00000	-1.00000
22	north	south	un	1114	55	0.011322890	3.35404	1.31427	8.55955	0.52557	0.05595	-1.00000	-1.00000
24	north	south	un	1151	30	0.254370914	0.34167	0.06292	1.85536	0.46640	0.01742	-1.00000	-1.00000
25	north	south	un	1223	37	0.005996200	8.37313	1.04679	66.97577	0.92289	0.05672	-1.00000	-1.00000
27	north	south	un	1267	19	0.381414986	3.26316	0.34666	30.71639	0.51364	0.01595	-1.00000	-1.00000
31	north	south	un	1466	33	0.360547949	0.61443	0.25490	1.48105	0.21153	0.00915	-1.00000	-1.00000
32	north	south	un	1504	9	1.000000000	1.28931	0.29107	5.71106	0.11036	0.00110	-1.00000	-1.00000
34	north	south	un	1599	42	0.692506257	0.70149	0.13564	3.62794	0.15398	0.00150	-1.00000	-1.00000
41	north	south	un	1993	5	0.038356475	2.31818	1.05007	5.11770	0.36515	0.03516	-1.00000	-1.00000
45	north	south	un	2196	23	0.587167184	0.77128	0.37967	1.56681	0.11279	0.00397	-1.00000	-1.00000
46	north	south	un	2236	2	0.713681349	1.17338	0.56687	2.42882	0.06944	0.00152	-1.00000	-1.00000
47	north	south	un	2344	49	0.000000001	0.01989	0.00257	0.15403	1.70133	0.27273	-1.00000	-1.00000
48	north	south	un	2390	34	0.512553211	1.96825	0.48258	8.02766	0.29408	0.01090	-1.00000	-1.00000
49	north	south	un	2428	11	0.582599810	0.71002	0.24447	2.06216	0.14873	0.00332	-1.00000	-1.00000
51	north	south	un	2489	10	0.003644279	0.11429	0.02310	0.56544	0.94201	0.11680	-1.00000	-1.00000
52	north	south	un	2550	9	0.374271491	0.54911	0.17235	1.74949	0.26034	0.00890	-1.00000	-1.00000
53	north	south	un	2613	8	0.053453263	0.41369	0.17910	0.95557	0.38332	0.03543	-1.00000	-1.00000
57	north	south	un	2817	26	0.013413976	0.24374	0.07873	0.75459	0.61307	0.05469	-1.00000	-1.00000
58	north	south	un	2857	4	0.000147330	6.15385	2.35043	16.11185	0.78915	0.15182	-1.00000	-1.00000
60	north	south	un	2999	18	0.000000250	0.02667	0.00342	0.20767	1.57403	0.19948	-1.00000	-1.00000
64	north	south	un	3199	30	0.318430461	0.45098	0.12055	1.68711	0.34584	0.01176	-1.00000	-1.00000
67	north	south	un	3372	16	0.432953998	0.69474	0.32280	1.49522	0.15818	0.00714	-1.00000	-1.00000
70	north	south	un	3529	46	0.036434373	5.92308	0.69271	50.64577	0.77255	0.06234	-1.00000	-1.00000
71	north	south	un	3546	1	0.360268932	1.42700	0.68808	2.95943	0.15442	0.00763	-1.00000	-1.00000
75	north	south	un	3834	45	0.143549649	5.02817	0.59994	42.14204	0.70141	0.02066	-1.00000	-1.00000
78	north	south	un	3925	11	0.056491808	0.16260	0.01873	1.41190	0.78888	0.05754	-1.00000	-1.00000
79	north	south	un	3976	1	0.859048383	0.90476	0.44991	1.81945	0.04347	0.00060	-1.00000	-1.00000
80	north	south	un	4043	5	0.086561404	2.28527	0.95229	5.48408	0.35894	0.03712	-1.00000	-1.00000
82	north	south	un	4119	19	0.107821854	0.33205	0.09189	1.19988	0.47880	0.02385	-1.00000	-1.00000
83	north	south	un	4164	2	0.852209872	0.91362	0.43745	1.90809	0.03923	0.00047	-1.00000	-1.00000
84	north	south	un	4243	18	0.003165534	0.14507	0.03702	0.56845	0.83843	0.10767	-1.00000	-1.00000
85	north	south	un	4290	3	0.662329369	0.78107	0.33317	1.83107	0.10731	0.00284	-1.00000	-1.00000
86	north	south	un	4383	34	0.025089129	6.70732	0.81587	55.14147	0.82655	0.07500	-1.00000	-1.00000
87	north	south	un	4467	57	0.020537155	7.17391	0.88185	58.35998	0.85576	0.04659	-1.00000	-1.00000
88	north	south	un	4506	34	0.003991344	11.96774	1.52281	94.05460	1.07801	0.06532	-1.00000	-1.00000
91	north	south	un	4599	4	0.713999878	1.16327	0.55971	2.41767	0.06568	0.00124	-1.00000	-1.00000
93	north	south	un	4659	2	0.308657234	0.43478	0.11314	1.67077	0.36173	0.01779	-1.00000	-1.00000
97	north	south	un	4806	26	0.056345131	0.28061	0.08240	0.95561	0.55189	0.05318	-1.00000	-1.00000
99	north	south	un	4847	3	0.006123813	9.76596	1.19150	80.04519	0.98971	0.07716	-1.00000	-1.00000
101	north	south	un	4951	46	0.226707409	3.07692	0.52527	18.02384	0.48812	0.02338	-1.00000	-1.00000
102	north	south	un	4999	32	0.005364132	8.63636	1.07250	69.54498	0.93633	0.05629	-1.00000	-1.00000
103	north	south	un	5044	14	0.198406599	1.86550	0.79725	4.36512	0.27079	0.02368	-1.00000	-1.00000
104	north	south	un	5140	46	0.001690537	0.08376	0.01027	0.68334	1.07696	0.08163	-1.00000	-1.00000
106	north	south	un	5162	7	0.753264623	1.37255	0.37542	5.01802	0.13753	0.00226	-1.00000	-1.00000
107	north	south	un	5274	58	1.000000000	1.03409	0.47283	2.26157	0.01456	0.00006	-1.00000	-1.00000
112	north	south	un	5300	22	0.139621434	3.81356	0.43030	33.79785	0.58133	0.02783	-1.00000	-1.00000
113	north	south	un	5377	36	0.000000087	16.50000	5.07284	53.66816	1.21748	0.27501	-1.00000	-1.00000
114	north	south	un	5417	12	0.740472481	0.69014	0.18960	2.51204	0.16106	0.00246	-1.00000	-1.00000
115	north	south	un	5485	18	0.306410977	0.54915	0.20377	1.47993	0.26031	0.01253	-1.00000	-1.00000
117	north	south	un	5609	11	0.029345762	0.36397	0.15556	0.85159	0.43893	0.04480	-1.00000	-1.00000
119	north	south	un	5694	32	0.230938209	0.53114	0.20529	1.37416	0.27479	0.01838	-1.00000	-1.00000
121	north	south	un	5792	7	0.300702718	2.50000	0.48313	12.93639	0.39794	0.01073	-1.00000	-1.00000
128	north	south	un	6082	49	0.079324737	2.82258	0.87428	9.11258	0.45065	0.02469	-1.00000	-1.00000
134	north	south	un	6144	49	0.525744635	1.37931	0.58404	3.25747	0.13966	0.00422	-1.00000	-1.00000
136	north	south	un	6235	15	0.004714199	0.09091	0.01072	0.77095	1.04139	0.09205	-1.00000	-1.00000
137	north	south	un	6332	49	0.657412289	1.81818	0.28656	11.53609	0.25964	0.00528	-1.00000	-1.00000
140	north	south	un	6466	57	0.004389457	0.27778	0.11570	0.66690	0.55630	0.06746	-1.00000	-1.00000
141	north	south	un	6482	11	0.262567207	0.36623	0.08365	1.60346	0.43624	0.01443	-1.00000	-1.00000
143	north	south	un	6597	1	0.237325396	4.67647	0.54621	40.03809	0.66992	0.01847	-1.00000	-1.00000
147	north	south	un	6812	29	0.021830765	6.37500	0.77197	52.64549	0.80448	0.04425	-1.00000	-1.00000
148	north	south	un	6906	56	0.073913263	0.38599	0.13754	1.08325	0.41342	0.02948	-1.00000	-1.00000
149	north	south	un	6933	19	0.827070320	1.18730	0.49699	2.83646	0.07456	0.00112	-1.00000	-1.00000
150	north	south	un	6980	4	1.000000000	0.87234	0.23574	3.22808	0.05931	0.00043	-1.00000	-1.00000
